customer_id,company_name,business_type,industry_segment,city,state,tier,acquisition_channel,account_manager_id,onboarding_date,kyc_status,segment_label,is_active,created_at,updated_at
VP_C_00001085,"Walia, Thakkar and Edwin",Freelancer,Manufacturing_SME,Jaipur,Rajasthan,T2,Inside_Sales,CSM_0057,2024-09-30,VERIFIED,Silver,True,2024-09-30 18:00:00,2026-02-01
VP_C_00001086,"Dora, Narain and Sehgal",SME,Food_Beverage,Indore,Madhya Pradesh,T2,Inbound_Web,CSM_0069,2024-01-13,VERIFIED,Silver,True,2024-01-13 18:00:00,2026-02-06
VP_C_00001087,Khatri-Barman,Enterprise,Healthcare_Pharmacy,Bhopal,Madhya Pradesh,T2,Partner_Referral,CSM_0041,2023-02-14,VERIFIED,Bronze,True,2023-02-14 08:00:00,2026-02-27
VP_C_00001088,Trivedi-Sandhu,SME,Manufacturing_SME,Bhopal,Madhya Pradesh,T2,Inbound_Web,,2023-03-10,VERIFIED,Silver,True,2023-03-10 12:00:00,2026-02-28
VP_C_00001089,"Goswami, Kade and Grewal",NGO,Financial_Services,Kolkata,West Bengal,T1,Digital_Organic,CSM_0001,2025-06-25,VERIFIED,Silver,True,2025-06-25 08:00:00,2026-02-20
VP_C_00001090,Lanka-Randhawa,SME,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Partner_Referral,CSM_0050,2023-08-12,REJECTED,Bronze,True,2023-08-12 17:00:00,2026-01-17
VP_C_00001091,"Cheema, Guha and Kaul",Freelancer,Manufacturing_SME,Agra,Uttar Pradesh,T3,Digital_Organic,CSM_0075,2024-02-25,VERIFIED,,False,2024-02-25 12:00:00,2026-01-08
VP_C_00001092,Sehgal and Sons,Enterprise,Auto_Dealership,Chennai,Tamil Nadu,T1,Partner_Referral,CSM_0020,2023-11-05,VERIFIED,Silver,False,2023-11-05 15:00:00,2026-02-20
VP_C_00001093,Shroff-Bala,Enterprise,Financial_Services,Nagpur,Maharashtra,T2,Digital_Organic,CSM_0069,2025-02-24,VERIFIED,,True,2025-02-24 09:00:00,2026-01-05
VP_C_00001094,Tella-Jain,SME,Auto_Dealership,Ahmedabad,Gujarat,T1,Inbound_Web,CSM_0024,2024-09-05,VERIFIED,Bronze,False,2024-09-05 09:00:00,2026-02-07
VP_C_00001095,"Chandra, Narayan and Chaudhuri",SME,Education_EdTech,Meerut,Uttar Pradesh,T3,Field_Sales,,2024-05-26,VERIFIED,,False,2024-05-26 10:00:00,2026-02-16
VP_C_00001096,"Zacharia, Kata and Mani",SME,Food_Beverage,Patna,Bihar,T3,Digital_Organic,,2023-04-15,VERIFIED,,True,2023-04-15 12:00:00,2026-03-14
VP_C_00001097,Ghose Group,SME,Media_Entertainment,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0038,2024-12-30,VERIFIED,Gold,True,2024-12-30 14:00:00,2026-02-04
VP_C_00001098,"Chandra, Vala and Doctor",SME,Retail_Fashion,Bengaluru,Karnataka,T1,Inbound_Web,CSM_0006,2024-07-03,VERIFIED,Gold,False,2024-07-03 09:00:00,2026-01-04
VP_C_00001099,"Kaul, Dube and Mitter",Startup,Auto_Dealership,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0045,2025-03-21,VERIFIED,Bronze,True,2025-03-21 15:00:00,2026-01-03
VP_C_00001100,"Taneja, Mahal and Jaggi",SME,Logistics_Transport,Indore,Madhya Pradesh,T2,Inbound_Web,CSM_0055,2025-08-02,VERIFIED,Silver,True,2025-08-02 13:00:00,2026-02-14
VP_C_00001101,"Chada, Goyal and Ray",SME,Manufacturing_SME,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0041,2025-05-20,VERIFIED,Silver,True,2025-05-20 18:00:00,2026-03-24
VP_C_00001102,"Pau, Sidhu and Radhakrishnan",Freelancer,Tech_Startup,Patna,Bihar,T3,Digital_Organic,,2024-08-05,VERIFIED,,True,2024-08-05 15:00:00,2026-02-19
VP_C_00001103,Shenoy Ltd,Startup,Retail_Electronics,Jaipur,Rajasthan,T2,Digital_Organic,CSM_0059,2023-06-25,VERIFIED,Bronze,False,2023-06-25 16:00:00,2026-03-07
VP_C_00001104,"Dar, Dhillon and Parikh",Freelancer,Retail_Fashion,Mumbai,Maharashtra,T1,Digital_Organic,CSM_0029,2023-09-15,VERIFIED,Bronze,True,2023-09-15 08:00:00,2026-02-23
VP_C_00001105,"Dutta, Kala and Pathak",NGO,Food_Beverage,Surat,Gujarat,T2,Inside_Sales,CSM_0067,2025-09-09,VERIFIED,Silver,True,2025-09-09 12:00:00,2026-01-27
VP_C_00001106,Seth Inc,SME,Construction_Real_Estate,Surat,Gujarat,T2,Inbound_Web,CSM_0042,2023-04-08,VERIFIED,Silver,False,2023-04-08 09:00:00,2026-01-28
VP_C_00001107,"Sood, Kala and Hayer",SME,Healthcare_Pharmacy,Varanasi,Uttar Pradesh,T3,Inside_Sales,,2024-09-06,PENDING,,True,2024-09-06 08:00:00,2026-01-04
VP_C_00001108,Bhatt LLC,Startup,Professional_Services,Varanasi,Uttar Pradesh,T3,Event,,2023-11-29,EXPIRED,,True,2023-11-29 12:00:00,2026-02-26
VP_C_00001109,Shroff-Muni,Enterprise,Auto_Dealership,Rajkot,Gujarat,T3,Field_Sales,CSM_0071,2025-10-01,VERIFIED,,True,2025-10-01 16:00:00,2026-03-21
VP_C_00001110,"Goyal, Mohan and Ganesh",SME,Retail_Fashion,Bhopal,Madhya Pradesh,T2,Agency,,2024-10-08,VERIFIED,Bronze,True,2024-10-08 14:00:00,2026-03-21
VP_C_00001111,Palan Ltd,Startup,Healthcare_Pharmacy,Chennai,Tamil Nadu,T1,Agency,CSM_0019,2024-12-14,VERIFIED,Silver,True,2024-12-14 14:00:00,2026-02-07
VP_C_00001112,"Chander, Sangha and Sawhney",SME,Education_EdTech,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0051,2024-02-02,PENDING,Bronze,True,2024-02-02 15:00:00,2026-03-30
VP_C_00001113,"Naidu, Seshadri and Sanghvi",SME,Retail_Grocery,Agra,Uttar Pradesh,T3,Field_Sales,,2024-11-25,VERIFIED,,False,2024-11-25 09:00:00,2026-03-11
VP_C_00001114,Varghese-Garde,SME,Auto_Dealership,Bhopal,Madhya Pradesh,T2,Inside_Sales,CSM_0063,2025-08-04,VERIFIED,Silver,True,2025-08-04 16:00:00,2026-01-25
VP_C_00001115,Varma-Savant,Enterprise,Media_Entertainment,Kanpur,Uttar Pradesh,T2,Inside_Sales,CSM_0052,2025-09-22,PENDING,Bronze,True,2025-09-22 14:00:00,2026-02-12
VP_C_00001116,"Dewan, Lall and Sengupta",Enterprise,Logistics_Transport,Lucknow,Uttar Pradesh,T2,Field_Sales,CSM_0063,2025-02-28,VERIFIED,Bronze,True,2025-02-28 12:00:00,2026-01-01
VP_C_00001117,"Singh, Wadhwa and Balay",SME,Financial_Services,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0079,2024-12-11,VERIFIED,,False,2024-12-11 12:00:00,2026-01-17
VP_C_00001118,"Kadakia, Seshadri and Shetty",Startup,Education_EdTech,Agra,Uttar Pradesh,T3,Freemium_Upgrade,,2023-05-17,VERIFIED,,False,2023-05-17 10:00:00,2026-02-14
VP_C_00001119,Nath-Bera,SME,Food_Beverage,Nagpur,Maharashtra,T2,Inbound_Web,,2023-12-07,VERIFIED,Bronze,False,2023-12-07 14:00:00,2026-03-07
VP_C_00001120,Saxena and Sons,SME,Retail_Grocery,Coimbatore,Tamil Nadu,T2,Field_Sales,CSM_0055,2023-06-29,VERIFIED,Bronze,False,2023-06-29 10:00:00,2026-01-20
VP_C_00001121,Chandra and Sons,Startup,Healthcare_Pharmacy,Lucknow,Uttar Pradesh,T2,Inside_Sales,CSM_0065,2024-10-12,VERIFIED,,True,2024-10-12 12:00:00,2026-01-22
VP_C_00001122,Rastogi PLC,Freelancer,Retail_Grocery,Ahmedabad,Gujarat,T1,Inbound_Web,CSM_0018,2025-02-18,VERIFIED,Silver,True,2025-02-18 12:00:00,2026-01-27
VP_C_00001123,Krishnamurthy and Sons,Startup,Professional_Services,Kolkata,West Bengal,T1,Inside_Sales,CSM_0002,2025-06-24,VERIFIED,Silver,True,2025-06-24 15:00:00,2026-02-16
VP_C_00001124,Lala-Anne,Startup,Tech_Startup,Varanasi,Uttar Pradesh,T3,Field_Sales,CSM_0083,2024-12-05,VERIFIED,,True,2024-12-05 08:00:00,2026-02-14
VP_C_00001125,Bajaj Ltd,Enterprise,Tech_Startup,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0049,2023-11-22,REJECTED,Bronze,True,2023-11-22 12:00:00,2026-01-14
VP_C_00001126,Dutta Ltd,Enterprise,Education_EdTech,Kolkata,West Bengal,T1,Inbound_Web,CSM_0033,2025-09-28,VERIFIED,Gold,True,2025-09-28 17:00:00,2026-01-09
VP_C_00001127,Behl LLC,SME,Construction_Real_Estate,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0044,2025-05-21,VERIFIED,Silver,True,2025-05-21 16:00:00,2026-01-19
VP_C_00001128,"Memon, Ramachandran and Basu",SME,Travel_Hospitality,Delhi,Delhi,T1,Inside_Sales,CSM_0023,2024-11-13,VERIFIED,Bronze,True,2024-11-13 14:00:00,2026-01-27
VP_C_00001129,"Shah, Desai and Borde",SME,Education_EdTech,Lucknow,Uttar Pradesh,T2,Partner_Referral,CSM_0059,2024-05-08,VERIFIED,Bronze,True,2024-05-08 15:00:00,2026-02-19
VP_C_00001130,Halder Group,SME,Auto_Dealership,Bhopal,Madhya Pradesh,T2,Inside_Sales,CSM_0056,2023-03-11,EXPIRED,Bronze,False,2023-03-11 09:00:00,2026-01-18
VP_C_00001131,Ravi Inc,Startup,Financial_Services,Nagpur,Maharashtra,T2,Inbound_Web,CSM_0052,2023-12-10,VERIFIED,Silver,True,2023-12-10 09:00:00,2026-03-08
VP_C_00001132,Hans-Ram,SME,Food_Beverage,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0063,2023-01-19,VERIFIED,Bronze,False,2023-01-19 08:00:00,2026-03-24
VP_C_00001133,"Andra, Madan and Baria",SME,Food_Beverage,Rajkot,Gujarat,T3,Digital_Organic,,2024-09-15,VERIFIED,,False,2024-09-15 09:00:00,2026-02-26
VP_C_00001134,Rajan-Vala,SME,Retail_Electronics,Nashik,Maharashtra,T3,Partner_Referral,,2025-07-22,VERIFIED,,True,2025-07-22 16:00:00,2026-03-23
VP_C_00001135,Kota Ltd,Enterprise,Professional_Services,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0013,2024-08-22,VERIFIED,Silver,True,2024-08-22 15:00:00,2026-01-04
VP_C_00001136,Bahl-Sandal,SME,Food_Beverage,Bhopal,Madhya Pradesh,T2,Digital_Organic,CSM_0048,2024-04-04,VERIFIED,Bronze,True,2024-04-04 15:00:00,2026-02-15
VP_C_00001137,"Sodhi, Dave and Parsa",Startup,Manufacturing_SME,Delhi,Delhi,T1,Field_Sales,CSM_0028,2024-01-27,VERIFIED,Gold,True,2024-01-27 08:00:00,2026-02-18
VP_C_00001138,"Karpe, Mand and Dar",SME,Construction_Real_Estate,Chennai,Tamil Nadu,T1,Inside_Sales,CSM_0003,2024-06-07,VERIFIED,Bronze,False,2024-06-07 11:00:00,2026-03-11
VP_C_00001139,Gole-Nigam,SME,Professional_Services,Patna,Bihar,T3,Inside_Sales,,2024-10-17,VERIFIED,,True,2024-10-17 11:00:00,2026-01-23
VP_C_00001140,Keer-Bera,Enterprise,Retail_Electronics,Varanasi,Uttar Pradesh,T3,Digital_Organic,CSM_0084,2025-01-29,PENDING,,False,2025-01-29 10:00:00,2026-03-10
VP_C_00001141,D’Alia-Hayre,Startup,Tech_Startup,Lucknow,Uttar Pradesh,T2,Digital_Organic,CSM_0043,2023-08-27,VERIFIED,Silver,False,2023-08-27 13:00:00,2026-03-02
VP_C_00001142,Patil LLC,SME,Financial_Services,Hyderabad,Telangana,T1,Partner_Referral,CSM_0009,2024-05-30,VERIFIED,Gold,True,2024-05-30 15:00:00,2026-03-25
VP_C_00001143,Magar-Rajagopalan,Enterprise,Retail_Fashion,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0050,2024-08-24,REJECTED,Bronze,True,2024-08-24 08:00:00,2026-03-19
VP_C_00001144,Basu-Dhingra,Enterprise,Construction_Real_Estate,Hyderabad,Telangana,T1,Field_Sales,CSM_0037,2024-12-22,VERIFIED,Silver,False,2024-12-22 12:00:00,2026-02-08
VP_C_00001145,Parikh-Randhawa,SME,Retail_Electronics,Patna,Bihar,T3,Inside_Sales,CSM_0076,2023-01-14,VERIFIED,,False,2023-01-14 18:00:00,2026-02-24
VP_C_00001146,"Rastogi, Parmar and Kara",Startup,Media_Entertainment,Coimbatore,Tamil Nadu,T2,Digital_Organic,,2023-08-27,VERIFIED,Silver,False,2023-08-27 12:00:00,2026-03-02
VP_C_00001147,"Naidu, Mand and Sahni",Startup,Retail_Electronics,Mumbai,Maharashtra,T1,Digital_Organic,CSM_0004,2023-01-22,VERIFIED,Silver,True,2023-01-22 11:00:00,2026-03-29
VP_C_00001148,Sekhon-Sagar,Enterprise,Travel_Hospitality,Chennai,Tamil Nadu,T1,Inbound_Web,CSM_0017,2024-09-23,VERIFIED,Bronze,True,2024-09-23 08:00:00,2026-01-06
VP_C_00001149,"Sule, Verma and Vig",Startup,Construction_Real_Estate,Indore,Madhya Pradesh,T2,Event,CSM_0057,2025-02-16,PENDING,Bronze,True,2025-02-16 15:00:00,2026-02-28
VP_C_00001150,Hans Ltd,Startup,Media_Entertainment,Nashik,Maharashtra,T3,Partner_Referral,,2025-07-07,VERIFIED,,True,2025-07-07 11:00:00,2026-01-10
VP_C_00001151,"Kata, Varghese and Dugar",Startup,Financial_Services,Chennai,Tamil Nadu,T1,Freemium_Upgrade,CSM_0011,2023-05-08,VERIFIED,Silver,True,2023-05-08 10:00:00,2026-03-14
VP_C_00001152,Parikh-Ramachandran,Startup,Education_EdTech,Bengaluru,Karnataka,T1,Digital_Organic,CSM_0027,2023-11-13,VERIFIED,Silver,False,2023-11-13 12:00:00,2026-01-13
VP_C_00001153,Raval and Sons,Enterprise,Media_Entertainment,Bhopal,Madhya Pradesh,T2,Inside_Sales,CSM_0045,2023-08-31,VERIFIED,Silver,False,2023-08-31 14:00:00,2026-01-27
VP_C_00001154,"Oza, Chatterjee and Agate",Enterprise,Financial_Services,Jaipur,Rajasthan,T2,Inside_Sales,,2025-01-25,VERIFIED,Bronze,False,2025-01-25 18:00:00,2026-02-01
VP_C_00001155,Ranganathan-Balay,Enterprise,Logistics_Transport,Lucknow,Uttar Pradesh,T2,Digital_Organic,CSM_0043,2024-03-14,VERIFIED,Bronze,True,2024-03-14 14:00:00,2025-12-31
VP_C_00001156,Handa-Master,Startup,Construction_Real_Estate,Meerut,Uttar Pradesh,T3,Digital_Organic,CSM_0084,2025-02-14,VERIFIED,,True,2025-02-14 16:00:00,2026-02-24
VP_C_00001157,Kar-Natarajan,SME,Media_Entertainment,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0069,2023-09-07,VERIFIED,Bronze,True,2023-09-07 17:00:00,2026-02-22
VP_C_00001158,Gour-Bir,Startup,Media_Entertainment,Nashik,Maharashtra,T3,Digital_Organic,,2024-09-26,VERIFIED,,False,2024-09-26 17:00:00,2026-01-08
VP_C_00001159,Master-Dutta,Startup,Retail_Grocery,Bengaluru,Karnataka,T1,Digital_Organic,CSM_0040,2023-03-23,VERIFIED,Silver,False,2023-03-23 15:00:00,2026-02-23
VP_C_00001160,Rau Inc,SME,Travel_Hospitality,Lucknow,Uttar Pradesh,T2,Inside_Sales,CSM_0070,2023-03-03,VERIFIED,Silver,True,2023-03-03 18:00:00,2026-03-02
VP_C_00001161,"Raju, Tella and Sen",Startup,Tech_Startup,Rajkot,Gujarat,T3,Digital_Organic,CSM_0075,2023-05-21,VERIFIED,,False,2023-05-21 12:00:00,2026-03-02
VP_C_00001162,"Goyal, Lal and Misra",SME,Healthcare_Pharmacy,Agra,Uttar Pradesh,T3,Agency,,2024-01-19,PENDING,,False,2024-01-19 17:00:00,2026-03-13
VP_C_00001163,Vaidya-Padmanabhan,SME,Healthcare_Pharmacy,Nagpur,Maharashtra,T2,Digital_Organic,CSM_0066,2024-05-25,VERIFIED,Bronze,False,2024-05-25 18:00:00,2026-01-15
VP_C_00001164,Atwal-Vig,Startup,Travel_Hospitality,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0058,2023-10-31,VERIFIED,Bronze,True,2023-10-31 08:00:00,2026-01-01
VP_C_00001165,Ramaswamy Group,SME,Auto_Dealership,Nashik,Maharashtra,T3,Inbound_Web,,2023-07-26,VERIFIED,,True,2023-07-26 11:00:00,2026-02-20
VP_C_00001166,Vasa Ltd,Startup,Food_Beverage,Bhopal,Madhya Pradesh,T2,Digital_Organic,CSM_0058,2023-06-05,VERIFIED,Bronze,True,2023-06-05 18:00:00,2026-02-15
VP_C_00001167,"Gupta, Raj and Bera",Startup,Tech_Startup,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0083,2024-01-20,VERIFIED,,False,2024-01-20 08:00:00,2026-01-04
VP_C_00001168,Mallick PLC,SME,Manufacturing_SME,Delhi,Delhi,T1,Digital_Organic,CSM_0036,2023-07-29,VERIFIED,Gold,True,2023-07-29 12:00:00,2026-02-01
VP_C_00001169,Sandal PLC,SME,Auto_Dealership,Meerut,Uttar Pradesh,T3,Partner_Referral,,2024-10-19,VERIFIED,,False,2024-10-19 11:00:00,2026-01-23
VP_C_00001170,Nadkarni-Pandey,SME,Food_Beverage,Bengaluru,Karnataka,T1,Digital_Organic,CSM_0032,2023-02-08,VERIFIED,Gold,True,2023-02-08 16:00:00,2026-02-05
VP_C_00001171,Sathe-Agarwal,Enterprise,Food_Beverage,Kolkata,West Bengal,T1,Inside_Sales,CSM_0029,2023-09-01,VERIFIED,Silver,True,2023-09-01 09:00:00,2026-01-27
VP_C_00001172,"Wagle, Ram and Sane",NGO,Retail_Electronics,Nashik,Maharashtra,T3,Inside_Sales,CSM_0082,2025-08-03,VERIFIED,,False,2025-08-03 15:00:00,2026-01-02
VP_C_00001173,Sule-Ahluwalia,Enterprise,Tech_Startup,Rajkot,Gujarat,T3,Agency,CSM_0084,2025-01-12,VERIFIED,,True,2025-01-12 15:00:00,2026-01-08
VP_C_00001174,Wason Group,SME,Retail_Grocery,Surat,Gujarat,T2,Digital_Organic,,2024-09-04,VERIFIED,Bronze,False,2024-09-04 17:00:00,2026-02-23
VP_C_00001175,Bedi and Sons,Enterprise,Food_Beverage,Kolkata,West Bengal,T1,Inbound_Web,CSM_0008,2025-08-26,VERIFIED,Bronze,True,2025-08-26 17:00:00,2025-12-31
VP_C_00001176,Dua-Bhattacharyya,SME,Financial_Services,Bengaluru,Karnataka,T1,Partner_Referral,CSM_0016,2024-03-30,VERIFIED,Bronze,False,2024-03-30 16:00:00,2026-03-25
VP_C_00001177,Koshy-Chaudhari,Startup,Logistics_Transport,Indore,Madhya Pradesh,T2,Agency,CSM_0046,2025-01-26,VERIFIED,Bronze,False,2025-01-26 17:00:00,2026-02-22
VP_C_00001178,Dixit-Bajaj,SME,Professional_Services,Hyderabad,Telangana,T1,Partner_Referral,CSM_0004,2025-06-17,VERIFIED,Bronze,False,2025-06-17 17:00:00,2026-01-30
VP_C_00001179,Pandya LLC,Startup,Manufacturing_SME,Nashik,Maharashtra,T3,Partner_Referral,,2023-12-03,VERIFIED,,False,2023-12-03 10:00:00,2026-02-01
VP_C_00001180,"Deo, Anne and Zacharia",SME,Manufacturing_SME,Hyderabad,Telangana,T1,Event,CSM_0017,2023-05-18,REJECTED,Gold,True,2023-05-18 12:00:00,2026-03-15
VP_C_00001181,Minhas-Kashyap,Freelancer,Food_Beverage,Coimbatore,Tamil Nadu,T2,Inbound_Web,CSM_0067,2023-10-12,PENDING,Bronze,True,2023-10-12 14:00:00,2026-02-26
VP_C_00001182,"Sarin, Sen and Madan",SME,Media_Entertainment,Pune,Maharashtra,T1,Inside_Sales,CSM_0016,2023-11-22,VERIFIED,Gold,True,2023-11-22 17:00:00,2026-01-09
VP_C_00001183,Saxena Group,Enterprise,Logistics_Transport,Surat,Gujarat,T2,Inside_Sales,,2024-10-21,VERIFIED,Bronze,False,2024-10-21 10:00:00,2026-01-09
VP_C_00001184,"Borde, Lanka and Sampath",Freelancer,Professional_Services,Mumbai,Maharashtra,T1,Field_Sales,CSM_0013,2025-03-16,VERIFIED,Silver,True,2025-03-16 12:00:00,2026-02-09
VP_C_00001185,"Sheth, Sood and Kurian",SME,Retail_Fashion,Delhi,Delhi,T1,Field_Sales,CSM_0039,2025-02-17,VERIFIED,Bronze,True,2025-02-17 15:00:00,2026-02-24
VP_C_00001186,Apte and Sons,Freelancer,Education_EdTech,Lucknow,Uttar Pradesh,T2,Partner_Referral,CSM_0047,2023-02-10,VERIFIED,Silver,True,2023-02-10 08:00:00,2026-01-11
VP_C_00001187,"Keer, Thaker and Baria",Enterprise,Education_EdTech,Delhi,Delhi,T1,Partner_Referral,CSM_0039,2024-06-17,VERIFIED,Silver,False,2024-06-17 12:00:00,2026-01-29
VP_C_00001188,"Sanghvi, Kata and Sengupta",SME,Education_EdTech,Surat,Gujarat,T2,Inbound_Web,,2025-03-21,VERIFIED,Silver,True,2025-03-21 16:00:00,2026-03-12
VP_C_00001189,Edwin LLC,SME,Auto_Dealership,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0053,2025-09-28,PENDING,Bronze,True,2025-09-28 09:00:00,2026-01-25
VP_C_00001190,Maharaj Ltd,Startup,Retail_Electronics,Kanpur,Uttar Pradesh,T2,Inbound_Web,,2024-02-29,VERIFIED,Silver,False,2024-02-29 09:00:00,2026-03-04
VP_C_00001191,Sathe PLC,SME,Manufacturing_SME,Indore,Madhya Pradesh,T2,Inside_Sales,,2024-10-25,VERIFIED,Silver,True,2024-10-25 18:00:00,2026-01-06
VP_C_00001192,Banik-Om,Enterprise,Financial_Services,Chennai,Tamil Nadu,T1,Event,CSM_0005,2025-04-12,VERIFIED,Gold,False,2025-04-12 11:00:00,2026-02-22
VP_C_00001193,Chaudry Group,SME,Media_Entertainment,Kolkata,West Bengal,T1,Field_Sales,CSM_0019,2023-10-23,VERIFIED,Bronze,True,2023-10-23 08:00:00,2026-03-18
VP_C_00001194,Sahota LLC,Enterprise,Media_Entertainment,Patna,Bihar,T3,Inbound_Web,,2025-02-07,VERIFIED,,True,2025-02-07 09:00:00,2026-01-18
VP_C_00001195,"Suri, Bhagat and Raval",SME,Healthcare_Pharmacy,Indore,Madhya Pradesh,T2,Digital_Organic,CSM_0062,2023-01-25,VERIFIED,Bronze,True,2023-01-25 16:00:00,2026-03-30
VP_C_00001196,Sarraf Ltd,Startup,Healthcare_Pharmacy,Varanasi,Uttar Pradesh,T3,Inside_Sales,CSM_0083,2023-08-23,VERIFIED,,False,2023-08-23 14:00:00,2026-02-07
VP_C_00001197,"Nayak, Srinivasan and Deshmukh",Freelancer,Retail_Electronics,Rajkot,Gujarat,T3,Digital_Organic,,2025-05-17,VERIFIED,,False,2025-05-17 12:00:00,2026-02-02
VP_C_00001198,"Vaidya, Uppal and Johal",Freelancer,Food_Beverage,Pune,Maharashtra,T1,Inbound_Web,CSM_0040,2025-01-20,VERIFIED,Gold,True,2025-01-20 11:00:00,2026-01-10
VP_C_00001199,"Bera, Kar and Issac",Startup,Auto_Dealership,Pune,Maharashtra,T1,Inbound_Web,CSM_0005,2023-12-06,VERIFIED,Silver,False,2023-12-06 10:00:00,2026-01-06
VP_C_00001200,Sarin and Sons,SME,Tech_Startup,Pune,Maharashtra,T1,Digital_Organic,CSM_0020,2023-12-17,PENDING,Bronze,False,2023-12-17 11:00:00,2026-03-22
VP_C_00001201,"Warrior, Bains and Chadha",Startup,Tech_Startup,Bengaluru,Karnataka,T1,Inbound_Web,CSM_0015,2023-09-06,VERIFIED,Silver,False,2023-09-06 09:00:00,2026-03-29
VP_C_00001202,"Rajagopal, Gokhale and Sha",SME,Education_EdTech,Meerut,Uttar Pradesh,T3,Field_Sales,CSM_0080,2023-07-30,VERIFIED,,False,2023-07-30 12:00:00,2026-03-27
VP_C_00001203,Cherian Ltd,SME,Travel_Hospitality,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0059,2024-07-06,VERIFIED,Silver,True,2024-07-06 13:00:00,2026-01-14
VP_C_00001204,"Varty, Sandhu and Karpe",SME,Media_Entertainment,Meerut,Uttar Pradesh,T3,Partner_Referral,,2023-02-25,VERIFIED,,True,2023-02-25 14:00:00,2026-01-17
VP_C_00001205,Devan PLC,SME,Tech_Startup,Rajkot,Gujarat,T3,Field_Sales,,2025-07-17,PENDING,,True,2025-07-17 13:00:00,2026-02-03
VP_C_00001206,Rajan Ltd,Startup,Food_Beverage,Kolkata,West Bengal,T1,Partner_Referral,CSM_0002,2025-07-28,VERIFIED,Bronze,False,2025-07-28 09:00:00,2026-01-19
VP_C_00001207,Mitra Ltd,Enterprise,Media_Entertainment,Bhopal,Madhya Pradesh,T2,Inbound_Web,CSM_0066,2024-11-11,VERIFIED,Bronze,False,2024-11-11 16:00:00,2026-02-22
VP_C_00001208,Hayre-Wali,SME,Travel_Hospitality,Varanasi,Uttar Pradesh,T3,Partner_Referral,,2023-09-12,VERIFIED,,False,2023-09-12 09:00:00,2026-02-22
VP_C_00001209,Shukla Inc,SME,Retail_Fashion,Chennai,Tamil Nadu,T1,Freemium_Upgrade,CSM_0021,2025-03-31,PENDING,Silver,True,2025-03-31 10:00:00,2026-03-09
VP_C_00001210,"Barad, Kadakia and Goel",NGO,Retail_Electronics,Kolkata,West Bengal,T1,Inside_Sales,CSM_0010,2024-12-04,VERIFIED,Silver,False,2024-12-04 15:00:00,2026-01-12
VP_C_00001211,"Sarma, Nanda and Biswas",SME,Construction_Real_Estate,Coimbatore,Tamil Nadu,T2,Partner_Referral,CSM_0067,2024-12-13,VERIFIED,Bronze,False,2024-12-13 13:00:00,2026-01-25
VP_C_00001212,Mahal-Chandra,SME,Retail_Fashion,Nashik,Maharashtra,T3,Inside_Sales,,2025-01-06,VERIFIED,,False,2025-01-06 17:00:00,2026-03-10
VP_C_00001213,Gara-Ratti,SME,Manufacturing_SME,Jaipur,Rajasthan,T2,Inside_Sales,,2023-08-16,VERIFIED,Silver,True,2023-08-16 09:00:00,2026-01-16
VP_C_00001214,Dada Ltd,Startup,Tech_Startup,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0058,2024-09-14,VERIFIED,Bronze,False,2024-09-14 15:00:00,2026-01-18
VP_C_00001215,Padmanabhan-Kamdar,Enterprise,Professional_Services,Jaipur,Rajasthan,T2,Inside_Sales,CSM_0051,2025-06-12,VERIFIED,Bronze,True,2025-06-12 08:00:00,2026-02-28
VP_C_00001216,"Rai, Krish and D’Alia",SME,Auto_Dealership,Rajkot,Gujarat,T3,Event,CSM_0083,2024-01-26,VERIFIED,,False,2024-01-26 08:00:00,2026-03-23
VP_C_00001217,"Dixit, De and Char",SME,Education_EdTech,Mumbai,Maharashtra,T1,Event,CSM_0020,2024-06-17,VERIFIED,Bronze,True,2024-06-17 11:00:00,2026-02-11
VP_C_00001218,"Parekh, Manda and Warrior",Enterprise,Retail_Electronics,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0066,2023-11-26,VERIFIED,,False,2023-11-26 12:00:00,2026-01-09
VP_C_00001219,"Shenoy, Nayak and Sampath",Enterprise,Education_EdTech,Surat,Gujarat,T2,Inbound_Web,CSM_0063,2023-07-07,VERIFIED,Silver,False,2023-07-07 11:00:00,2026-02-26
