subscription_id,customer_id,plan_type,plan_mrr,subscription_start,subscription_end,churn_date,churn_reason,is_churned,renewal_count,last_renewal_date,discount_pct,contract_type
SUB_00001126,VP_C_00001047,Growth,4999.0,2023-02-15,,,,False,38,2026-03-31,20,Monthly
SUB_00001127,VP_C_00001048,Starter,1999.0,2024-03-01,2025-08-04,2025-08-04,Too expensive,True,17,2025-07-24,20,Monthly
SUB_00001128,VP_C_00001049,Enterprise,12999.0,2024-06-08,,,,False,23,2026-04-29,5,Monthly
SUB_00001129,VP_C_00001050,Growth,4999.0,2023-04-21,2023-11-25,2023-11-25,Business closed,True,7,2023-11-17,25,Monthly
SUB_00001130,VP_C_00001051,Starter,1999.0,2025-04-15,,,,False,12,2026-04-10,0,Monthly
SUB_00001131,VP_C_00001052,Enterprise,10832.5,2023-12-01,,,,False,3,2024-02-29,0,Annual
SUB_00001132,VP_C_00001053,Growth,4999.0,2023-11-27,2025-12-26,2025-12-26,Poor customer support,True,25,2025-12-16,25,Monthly
SUB_00001133,VP_C_00001054,Growth,4165.83,2024-07-29,2025-08-19,2025-08-19,Product missing features,True,1,2024-08-28,0,Annual
SUB_00001134,VP_C_00001055,Starter,1999.0,2024-10-03,,,,False,19,2026-04-26,10,Monthly
SUB_00001135,VP_C_00001056,Starter,1999.0,2023-07-14,2024-12-21,2024-12-21,,True,17,2024-12-05,10,Monthly
SUB_00001136,VP_C_00001057,Enterprise,12999.0,2024-10-01,,,,False,19,2026-04-24,5,Monthly
SUB_00001137,VP_C_00001058,Growth,4999.0,2023-08-01,2023-12-06,2023-12-06,Better deal elsewhere,True,4,2023-11-29,0,Monthly
SUB_00001138,VP_C_00001059,Enterprise,12999.0,2025-08-14,,,,False,8,2026-04-11,0,Monthly
SUB_00001139,VP_C_00001060,Growth,4999.0,2024-07-08,2025-07-21,2025-07-21,Settlement delays,True,12,2025-07-03,5,Monthly
SUB_00001140,VP_C_00001061,Growth,4999.0,2024-02-09,2024-03-27,2024-03-27,,True,1,2024-03-10,25,Monthly
SUB_00001141,VP_C_00001062,Growth,4165.83,2025-08-19,,,,False,1,2025-09-18,10,Annual
SUB_00001142,VP_C_00001063,Enterprise,10832.5,2024-03-14,2024-03-26,2024-03-26,Too expensive,True,0,,20,Annual
SUB_00001143,VP_C_00001064,Growth,4999.0,2023-05-04,2023-12-12,2023-12-12,Business closed,True,7,2023-11-30,0,Monthly
SUB_00001144,VP_C_00001064,Enterprise,12999.0,2024-02-03,,,,False,5,2024-03-04,10,Monthly
SUB_00001145,VP_C_00001065,Enterprise,12999.0,2023-08-26,2024-05-27,2024-05-27,,True,9,2024-05-22,25,Monthly
SUB_00001146,VP_C_00001065,Enterprise,10832.5,2024-07-13,,,,False,3,2024-08-12,0,Annual
SUB_00001147,VP_C_00001066,Enterprise,12999.0,2023-08-07,,,,False,33,2026-04-23,0,Monthly
SUB_00001148,VP_C_00001067,Growth,4999.0,2023-04-19,2024-11-01,2024-11-01,Switched to competitor,True,18,2024-10-10,20,Monthly
SUB_00001149,VP_C_00001068,Growth,4999.0,2024-01-01,2024-05-08,2024-05-08,Too expensive,True,4,2024-04-30,5,Monthly
SUB_00001150,VP_C_00001069,Growth,4165.83,2023-11-28,2023-12-25,2023-12-25,Too expensive,True,0,,10,Annual
SUB_00001151,VP_C_00001070,Starter,1999.0,2023-06-27,,,,False,34,2026-04-12,20,Monthly
SUB_00001152,VP_C_00001071,Enterprise,12999.0,2023-01-16,2023-12-06,2023-12-06,Poor customer support,True,10,2023-11-12,0,Monthly
SUB_00001153,VP_C_00001072,Growth,4999.0,2024-02-16,,,,False,26,2026-04-06,25,Monthly
SUB_00001154,VP_C_00001073,Starter,1999.0,2024-10-31,2026-01-31,2026-01-31,,True,15,2026-01-24,0,Monthly
SUB_00001155,VP_C_00001074,Enterprise,12999.0,2023-11-20,2023-12-28,2023-12-28,Switched to competitor,True,1,2023-12-20,10,Monthly
SUB_00001156,VP_C_00001075,Growth,4999.0,2023-01-13,2024-06-19,2024-06-19,Integration issues,True,17,2024-06-06,0,Monthly
SUB_00001157,VP_C_00001076,Enterprise,12999.0,2024-02-03,2024-10-05,2024-10-05,Switched to competitor,True,8,2024-09-30,25,Monthly
SUB_00001158,VP_C_00001077,Growth,4999.0,2023-08-06,2025-01-17,2025-01-17,Poor customer support,True,17,2024-12-28,0,Monthly
SUB_00001159,VP_C_00001078,Enterprise,12999.0,2024-04-14,2025-01-19,2025-01-19,Integration issues,True,9,2025-01-09,5,Monthly
SUB_00001160,VP_C_00001079,Enterprise,10832.5,2023-08-14,,,,False,3,2023-11-12,15,Annual
SUB_00001161,VP_C_00001080,Enterprise,10832.5,2023-03-09,,,,False,4,2023-07-07,10,Annual
SUB_00001162,VP_C_00001081,Growth,4165.83,2024-11-04,2024-11-09,2024-11-09,Better deal elsewhere,True,0,,10,Annual
SUB_00001163,VP_C_00001082,Growth,4999.0,2025-04-14,,,,False,12,2026-04-09,0,Monthly
SUB_00001164,VP_C_00001083,Growth,4999.0,2023-10-13,2024-01-07,2024-01-07,,True,2,2023-12-12,15,Monthly
SUB_00001165,VP_C_00001084,Growth,4999.0,2024-10-27,2025-02-03,2025-02-03,Integration issues,True,3,2025-01-25,5,Monthly
SUB_00001166,VP_C_00001085,Enterprise,10832.5,2024-09-30,,,,False,2,2024-11-29,20,Annual
SUB_00001167,VP_C_00001086,Growth,4999.0,2024-01-13,,,,False,27,2026-04-02,0,Monthly
SUB_00001168,VP_C_00001087,Growth,4999.0,2023-02-14,2025-04-17,2025-04-17,Business closed,True,26,2025-04-04,0,Monthly
SUB_00001169,VP_C_00001087,Growth,4999.0,2025-06-24,,,,False,2,2025-07-24,15,Monthly
SUB_00001170,VP_C_00001088,Enterprise,10832.5,2023-03-10,,,,False,4,2023-07-08,0,Annual
SUB_00001171,VP_C_00001089,Growth,4999.0,2025-06-25,,,,False,10,2026-04-21,20,Monthly
SUB_00001172,VP_C_00001090,Growth,4165.83,2023-08-12,,,,False,3,2023-11-10,10,Annual
SUB_00001173,VP_C_00001091,Enterprise,12999.0,2024-02-25,2024-04-07,2024-04-07,Poor customer support,True,1,2024-03-26,25,Monthly
SUB_00001174,VP_C_00001092,Growth,4999.0,2023-11-05,2024-04-29,2024-04-29,Settlement delays,True,5,2024-04-03,0,Monthly
SUB_00001175,VP_C_00001093,Growth,4165.83,2025-02-24,,,,False,2,2025-04-25,15,Annual
SUB_00001176,VP_C_00001094,Growth,4999.0,2024-09-05,2025-05-12,2025-05-12,Business closed,True,8,2025-05-03,0,Monthly
SUB_00001177,VP_C_00001095,Growth,4999.0,2024-05-26,2026-02-01,2026-02-01,,True,20,2026-01-16,15,Monthly
SUB_00001178,VP_C_00001096,Growth,4165.83,2023-04-15,,,,False,3,2023-07-14,20,Annual
SUB_00001179,VP_C_00001097,Enterprise,12999.0,2024-12-30,,,,False,16,2026-04-24,25,Monthly
SUB_00001180,VP_C_00001098,Starter,1999.0,2024-07-03,2024-07-10,2024-07-10,Settlement delays,True,0,,10,Monthly
SUB_00001181,VP_C_00001099,Enterprise,12999.0,2025-03-21,,,,False,13,2026-04-15,5,Monthly
SUB_00001182,VP_C_00001100,Enterprise,12999.0,2025-08-02,,,,False,9,2026-04-29,5,Monthly
SUB_00001183,VP_C_00001101,Starter,1999.0,2025-05-20,2025-12-04,2025-12-04,Settlement delays,True,6,2025-11-16,0,Monthly
SUB_00001184,VP_C_00001101,Starter,1999.0,2026-01-07,,,,False,6,2026-02-06,0,Monthly
SUB_00001185,VP_C_00001102,Growth,4165.83,2024-08-05,,,,False,2,2024-10-04,20,Annual
SUB_00001186,VP_C_00001103,Starter,1999.0,2023-06-25,2024-03-28,2024-03-28,,True,9,2024-03-21,0,Monthly
SUB_00001187,VP_C_00001104,Growth,4165.83,2023-09-15,,,,False,3,2023-12-14,10,Annual
SUB_00001188,VP_C_00001105,Enterprise,12999.0,2025-09-09,,,,False,7,2026-04-07,20,Monthly
SUB_00001189,VP_C_00001106,Enterprise,12999.0,2023-04-08,2024-07-27,2024-07-27,Settlement delays,True,15,2024-07-01,0,Monthly
SUB_00001190,VP_C_00001107,Growth,4165.83,2024-09-06,,,,False,2,2024-11-05,25,Annual
SUB_00001191,VP_C_00001108,Growth,4165.83,2023-11-29,,,,False,3,2024-02-27,25,Annual
SUB_00001192,VP_C_00001109,Growth,4165.83,2025-10-01,,,,False,1,2025-10-31,20,Annual
SUB_00001193,VP_C_00001110,Enterprise,10832.5,2024-10-08,,,,False,2,2024-12-07,10,Annual
SUB_00001194,VP_C_00001111,Growth,4165.83,2024-12-14,2025-01-06,2025-01-06,Business closed,True,0,,15,Annual
SUB_00001195,VP_C_00001111,Starter,1999.0,2025-03-07,,,,False,3,2025-04-06,15,Monthly
SUB_00001196,VP_C_00001112,Growth,4165.83,2024-02-02,,,,False,3,2024-05-02,0,Annual
SUB_00001197,VP_C_00001113,Starter,1665.83,2024-11-25,2025-12-18,2025-12-18,,True,1,2024-12-25,10,Annual
SUB_00001198,VP_C_00001114,Growth,4999.0,2025-08-04,,,,False,8,2026-04-01,15,Monthly
SUB_00001199,VP_C_00001115,Enterprise,10832.5,2025-09-22,,,,False,1,2025-10-22,10,Annual
SUB_00001200,VP_C_00001116,Starter,1999.0,2025-02-28,,,,False,14,2026-04-24,5,Monthly
SUB_00001201,VP_C_00001117,Starter,1999.0,2024-12-11,2025-09-17,2025-09-17,Too expensive,True,9,2025-09-07,5,Monthly
SUB_00001202,VP_C_00001118,Growth,4999.0,2023-05-17,2023-12-06,2023-12-06,,True,6,2023-11-13,5,Monthly
SUB_00001203,VP_C_00001119,Starter,1999.0,2023-12-07,2025-02-04,2025-02-04,,True,14,2025-01-30,0,Monthly
SUB_00001204,VP_C_00001120,Growth,4999.0,2023-06-29,2025-06-06,2025-06-06,,True,23,2025-05-19,25,Monthly
SUB_00001205,VP_C_00001121,Starter,1665.83,2024-10-12,,,,False,2,2024-12-11,0,Annual
SUB_00001206,VP_C_00001122,Enterprise,10832.5,2025-02-18,,,,False,2,2025-04-19,20,Annual
SUB_00001207,VP_C_00001123,Growth,4999.0,2025-06-24,,,,False,10,2026-04-20,10,Monthly
SUB_00001208,VP_C_00001124,Enterprise,10832.5,2024-12-05,,,,False,2,2025-02-03,10,Annual
SUB_00001209,VP_C_00001125,Growth,4165.83,2023-11-22,,,,False,3,2024-02-20,5,Annual
SUB_00001210,VP_C_00001126,Enterprise,12999.0,2025-09-28,,,,False,7,2026-04-26,20,Monthly
SUB_00001211,VP_C_00001127,Growth,4165.83,2025-05-21,,,,False,1,2025-06-20,0,Annual
SUB_00001212,VP_C_00001128,Growth,4999.0,2024-11-13,,,,False,17,2026-04-07,0,Monthly
SUB_00001213,VP_C_00001129,Starter,1999.0,2024-05-08,,,,False,24,2026-04-28,15,Monthly
SUB_00001214,VP_C_00001130,Enterprise,12999.0,2023-03-11,2024-01-31,2024-01-31,Business closed,True,10,2024-01-05,10,Monthly
SUB_00001215,VP_C_00001131,Starter,1999.0,2023-12-10,,,,False,29,2026-04-28,0,Monthly
SUB_00001216,VP_C_00001132,Growth,4999.0,2023-01-19,2023-07-15,2023-07-15,Better deal elsewhere,True,5,2023-06-18,0,Monthly
SUB_00001217,VP_C_00001133,Growth,4999.0,2024-09-15,2024-10-12,2024-10-12,Poor customer support,True,0,,5,Monthly
SUB_00001218,VP_C_00001134,Enterprise,10832.5,2025-07-22,,,,False,1,2025-08-21,5,Annual
SUB_00001219,VP_C_00001135,Growth,4165.83,2024-08-22,,,,False,2,2024-10-21,0,Annual
SUB_00001220,VP_C_00001136,Enterprise,10832.5,2024-04-04,,,,False,2,2024-06-03,20,Annual
SUB_00001221,VP_C_00001137,Growth,4165.83,2024-01-27,,,,False,3,2024-04-26,10,Annual
SUB_00001222,VP_C_00001138,Starter,1999.0,2024-06-07,2024-09-20,2024-09-20,,True,3,2024-09-05,15,Monthly
SUB_00001223,VP_C_00001139,Starter,1665.83,2024-10-17,,,,False,2,2024-12-16,0,Annual
SUB_00001224,VP_C_00001140,Starter,1999.0,2025-01-29,2025-11-09,2025-11-09,Product missing features,True,9,2025-10-26,0,Monthly
SUB_00001225,VP_C_00001141,Starter,1999.0,2023-08-27,2024-03-15,2024-03-15,,True,6,2024-02-23,0,Monthly
SUB_00001226,VP_C_00001142,Growth,4999.0,2024-05-30,,,,False,23,2026-04-20,5,Monthly
SUB_00001227,VP_C_00001143,Growth,4999.0,2024-08-24,,,,False,20,2026-04-16,0,Monthly
SUB_00001228,VP_C_00001144,Enterprise,12999.0,2024-12-22,2025-02-27,2025-02-27,Product missing features,True,2,2025-02-20,5,Monthly
SUB_00001229,VP_C_00001145,Growth,4999.0,2023-01-14,2024-02-04,2024-02-04,Too expensive,True,12,2024-01-09,10,Monthly
SUB_00001230,VP_C_00001146,Growth,4999.0,2023-08-27,2024-06-04,2024-06-04,Product missing features,True,9,2024-05-23,25,Monthly
SUB_00001231,VP_C_00001147,Enterprise,12999.0,2023-01-22,2023-04-27,2023-04-27,Business closed,True,3,2023-04-22,0,Monthly
SUB_00001232,VP_C_00001147,Enterprise,10832.5,2023-05-27,,,,False,6,2023-06-26,20,Annual
SUB_00001233,VP_C_00001148,Growth,4165.83,2024-09-23,,,,False,2,2024-11-22,20,Annual
SUB_00001234,VP_C_00001149,Growth,4165.83,2025-02-16,,,,False,2,2025-04-17,20,Annual
SUB_00001235,VP_C_00001150,Enterprise,10832.5,2025-07-07,,,,False,1,2025-08-06,25,Annual
SUB_00001236,VP_C_00001151,Growth,4165.83,2023-05-08,,,,False,3,2023-08-06,5,Annual
SUB_00001237,VP_C_00001152,Growth,4999.0,2023-11-13,2025-12-30,2025-12-30,Poor customer support,True,25,2025-12-02,0,Monthly
SUB_00001238,VP_C_00001153,Enterprise,12999.0,2023-08-31,2024-11-07,2024-11-07,Settlement delays,True,14,2024-10-24,25,Monthly
SUB_00001239,VP_C_00001154,Enterprise,12999.0,2025-01-25,2025-11-30,2025-11-30,,True,10,2025-11-21,0,Monthly
SUB_00001240,VP_C_00001155,Enterprise,12999.0,2024-03-14,,,,False,25,2026-04-03,15,Monthly
SUB_00001241,VP_C_00001156,Starter,1665.83,2025-02-14,,,,False,2,2025-04-15,0,Annual
SUB_00001242,VP_C_00001157,Starter,1665.83,2023-09-07,,,,False,3,2023-12-06,15,Annual
SUB_00001243,VP_C_00001158,Enterprise,12999.0,2024-09-26,2024-12-12,2024-12-12,Switched to competitor,True,2,2024-11-25,0,Monthly
SUB_00001244,VP_C_00001159,Starter,1665.83,2023-03-23,2024-04-01,2024-04-01,Too expensive,True,1,2023-04-22,5,Annual
SUB_00001245,VP_C_00001160,Growth,4165.83,2023-03-03,,,,False,4,2023-07-01,10,Annual
SUB_00001246,VP_C_00001161,Starter,1999.0,2023-05-21,2024-07-11,2024-07-11,,True,13,2024-06-14,0,Monthly
SUB_00001247,VP_C_00001162,Enterprise,12999.0,2024-01-19,2024-06-04,2024-06-04,Too expensive,True,4,2024-05-18,0,Monthly
SUB_00001248,VP_C_00001163,Growth,4999.0,2024-05-25,2024-07-02,2024-07-02,,True,1,2024-06-24,5,Monthly
SUB_00001249,VP_C_00001164,Starter,1999.0,2023-10-31,,,,False,30,2026-04-18,0,Monthly
SUB_00001250,VP_C_00001165,Growth,4999.0,2023-07-26,,,,False,33,2026-04-11,25,Monthly
SUB_00001251,VP_C_00001166,Enterprise,10832.5,2023-06-05,,,,False,3,2023-09-03,5,Annual
SUB_00001252,VP_C_00001167,Starter,1999.0,2024-01-20,2025-01-10,2025-01-10,Business closed,True,11,2024-12-15,0,Monthly
SUB_00001253,VP_C_00001168,Starter,1999.0,2023-07-29,,,,False,33,2026-04-14,20,Monthly
SUB_00001254,VP_C_00001169,Growth,4999.0,2024-10-19,2025-08-08,2025-08-08,Better deal elsewhere,True,9,2025-07-16,0,Monthly
SUB_00001255,VP_C_00001170,Starter,1665.83,2023-02-08,,,,False,4,2023-06-08,0,Annual
SUB_00001256,VP_C_00001171,Growth,4999.0,2023-09-01,,,,False,32,2026-04-18,0,Monthly
SUB_00001257,VP_C_00001172,Growth,4165.83,2025-08-03,2025-08-08,2025-08-08,Business closed,True,0,,15,Annual
SUB_00001258,VP_C_00001173,Growth,4165.83,2025-01-12,,,,False,2,2025-03-13,0,Annual
SUB_00001259,VP_C_00001174,Growth,4999.0,2024-09-04,2024-10-30,2024-10-30,Settlement delays,True,1,2024-10-04,10,Monthly
SUB_00001260,VP_C_00001175,Growth,4999.0,2025-08-26,,,,False,8,2026-04-23,15,Monthly
SUB_00001261,VP_C_00001176,Starter,1665.83,2024-03-30,2026-03-31,2026-03-31,Product missing features,True,2,2024-05-29,20,Annual
SUB_00001262,VP_C_00001177,Growth,4999.0,2025-01-26,2025-04-23,2025-04-23,Product missing features,True,2,2025-03-27,0,Monthly
SUB_00001263,VP_C_00001178,Growth,4165.83,2025-06-17,2025-07-03,2025-07-03,Settlement delays,True,0,,10,Annual
SUB_00001264,VP_C_00001179,Growth,4999.0,2023-12-03,2024-02-23,2024-02-23,Integration issues,True,2,2024-02-01,20,Monthly
SUB_00001265,VP_C_00001180,Growth,4165.83,2023-05-18,,,,False,3,2023-08-16,10,Annual
SUB_00001266,VP_C_00001181,Growth,4165.83,2023-10-12,,,,False,3,2024-01-10,10,Annual
SUB_00001267,VP_C_00001182,Enterprise,10832.5,2023-11-22,,,,False,3,2024-02-20,10,Annual
SUB_00001268,VP_C_00001183,Enterprise,12999.0,2024-10-21,2025-04-05,2025-04-05,Business closed,True,5,2025-03-20,15,Monthly
SUB_00001269,VP_C_00001184,Enterprise,10832.5,2025-03-16,,,,False,2,2025-05-15,5,Annual
SUB_00001270,VP_C_00001185,Starter,1999.0,2025-02-17,,,,False,14,2026-04-13,25,Monthly
SUB_00001271,VP_C_00001186,Enterprise,10832.5,2023-02-10,,,,False,4,2023-06-10,20,Annual
SUB_00001272,VP_C_00001187,Growth,4165.83,2024-06-17,2024-06-30,2024-06-30,,True,0,,15,Annual
SUB_00001273,VP_C_00001188,Growth,4999.0,2025-03-21,,,,False,13,2026-04-15,15,Monthly
SUB_00001274,VP_C_00001189,Growth,4165.83,2025-09-28,,,,False,1,2025-10-28,0,Annual
SUB_00001275,VP_C_00001190,Growth,4999.0,2024-02-29,2025-08-18,2025-08-18,Business closed,True,17,2025-07-23,5,Monthly
SUB_00001276,VP_C_00001191,Growth,4165.83,2024-10-25,,,,False,2,2024-12-24,20,Annual
SUB_00001277,VP_C_00001192,Enterprise,12999.0,2025-04-12,2025-05-08,2025-05-08,Integration issues,True,0,,15,Monthly
SUB_00001278,VP_C_00001193,Growth,4165.83,2023-10-23,,,,False,3,2024-01-21,25,Annual
SUB_00001279,VP_C_00001194,Enterprise,10832.5,2025-02-07,,,,False,2,2025-04-08,0,Annual
SUB_00001280,VP_C_00001195,Growth,4165.83,2023-01-25,,,,False,4,2023-05-25,15,Annual
SUB_00001281,VP_C_00001196,Enterprise,12999.0,2023-08-23,2024-08-28,2024-08-28,Poor customer support,True,12,2024-08-17,20,Monthly
SUB_00001282,VP_C_00001197,Growth,4999.0,2025-05-17,2025-08-08,2025-08-08,Settlement delays,True,2,2025-07-16,25,Monthly
SUB_00001283,VP_C_00001198,Growth,4165.83,2025-01-20,,,,False,2,2025-03-21,10,Annual
SUB_00001284,VP_C_00001199,Enterprise,12999.0,2023-12-06,2026-03-06,2026-03-06,Business closed,True,27,2026-02-23,15,Monthly
SUB_00001285,VP_C_00001200,Growth,4999.0,2023-12-17,2024-12-07,2024-12-07,Settlement delays,True,11,2024-11-11,0,Monthly
SUB_00001286,VP_C_00001201,Growth,4999.0,2023-09-06,2023-12-26,2023-12-26,Integration issues,True,3,2023-12-05,25,Monthly
SUB_00001287,VP_C_00001202,Growth,4999.0,2023-07-30,2023-09-15,2023-09-15,Poor customer support,True,1,2023-08-29,0,Monthly
SUB_00001288,VP_C_00001203,Starter,1999.0,2024-07-06,,,,False,22,2026-04-27,5,Monthly
SUB_00001289,VP_C_00001204,Growth,4999.0,2023-02-25,,,,False,38,2026-04-10,0,Monthly
SUB_00001290,VP_C_00001205,Enterprise,10832.5,2025-07-17,,,,False,1,2025-08-16,0,Annual
SUB_00001291,VP_C_00001206,Growth,4999.0,2025-07-28,2025-08-22,2025-08-22,Poor customer support,True,0,,0,Monthly
SUB_00001292,VP_C_00001207,Enterprise,12999.0,2024-11-11,2024-12-22,2024-12-22,Poor customer support,True,1,2024-12-11,0,Monthly
SUB_00001293,VP_C_00001208,Growth,4999.0,2023-09-12,2024-01-03,2024-01-03,Settlement delays,True,3,2023-12-11,0,Monthly
SUB_00001294,VP_C_00001209,Growth,4165.83,2025-03-31,,,,False,1,2025-04-30,15,Annual
SUB_00001295,VP_C_00001210,Growth,4999.0,2024-12-04,2025-03-26,2025-03-26,,True,3,2025-03-04,25,Monthly
SUB_00001296,VP_C_00001211,Growth,4999.0,2024-12-13,2025-04-26,2025-04-26,Business closed,True,4,2025-04-12,0,Monthly
SUB_00001297,VP_C_00001212,Starter,1999.0,2025-01-06,2025-05-17,2025-05-17,Integration issues,True,4,2025-05-06,10,Monthly
SUB_00001298,VP_C_00001213,Starter,1665.83,2023-08-16,,,,False,3,2023-11-14,0,Annual
SUB_00001299,VP_C_00001214,Growth,4999.0,2024-09-14,2024-11-05,2024-11-05,Switched to competitor,True,1,2024-10-14,15,Monthly
SUB_00001300,VP_C_00001215,Growth,4999.0,2025-06-12,,,,False,10,2026-04-08,5,Monthly
SUB_00001301,VP_C_00001216,Growth,4999.0,2024-01-26,2025-05-18,2025-05-18,Better deal elsewhere,True,15,2025-04-20,5,Monthly
SUB_00001302,VP_C_00001217,Enterprise,10832.5,2024-06-17,,,,False,2,2024-08-16,0,Annual
SUB_00001303,VP_C_00001218,Growth,4999.0,2023-11-26,2024-09-29,2024-09-29,Product missing features,True,10,2024-09-21,0,Monthly
SUB_00001304,VP_C_00001219,Enterprise,12999.0,2023-07-07,2024-09-27,2024-09-27,Switched to competitor,True,14,2024-08-30,0,Monthly
SUB_00001305,VP_C_00001220,Starter,1999.0,2024-03-28,2025-07-06,2025-07-06,Better deal elsewhere,True,15,2025-06-21,10,Monthly
SUB_00001306,VP_C_00001221,Enterprise,12999.0,2024-10-06,2024-12-26,2024-12-26,Product missing features,True,2,2024-12-05,25,Monthly
SUB_00001307,VP_C_00001222,Enterprise,12999.0,2023-01-07,2023-11-20,2023-11-20,,True,10,2023-11-03,0,Monthly
SUB_00001308,VP_C_00001223,Starter,1999.0,2023-03-08,2023-05-30,2023-05-30,Settlement delays,True,2,2023-05-07,25,Monthly
SUB_00001309,VP_C_00001224,Starter,1665.83,2025-06-09,,,,False,1,2025-07-09,5,Annual
SUB_00001310,VP_C_00001225,Growth,4999.0,2024-05-18,2025-07-09,2025-07-09,Too expensive,True,13,2025-06-12,5,Monthly
SUB_00001311,VP_C_00001226,Starter,1665.83,2023-03-13,2024-03-29,2024-03-29,Better deal elsewhere,True,1,2023-04-12,0,Annual
SUB_00001312,VP_C_00001227,Growth,4999.0,2025-09-03,2026-03-30,2026-03-30,Business closed,True,6,2026-03-02,0,Monthly
SUB_00001313,VP_C_00001228,Starter,1999.0,2023-07-17,2023-10-24,2023-10-24,Business closed,True,3,2023-10-15,15,Monthly
SUB_00001314,VP_C_00001229,Enterprise,10832.5,2023-02-23,,,,False,4,2023-06-23,5,Annual
SUB_00001315,VP_C_00001230,Growth,4165.83,2024-10-11,,,,False,2,2024-12-10,10,Annual
SUB_00001316,VP_C_00001231,Enterprise,12999.0,2023-05-25,2024-12-06,2024-12-06,Better deal elsewhere,True,18,2024-11-15,25,Monthly
SUB_00001317,VP_C_00001232,Growth,4999.0,2025-08-18,2025-12-07,2025-12-07,Product missing features,True,3,2025-11-16,15,Monthly
SUB_00001318,VP_C_00001233,Starter,1999.0,2023-07-29,2025-12-12,2025-12-12,Better deal elsewhere,True,28,2025-11-15,15,Monthly
SUB_00001319,VP_C_00001234,Enterprise,10832.5,2023-05-09,,,,False,3,2023-08-07,15,Annual
SUB_00001320,VP_C_00001235,Enterprise,12999.0,2023-04-04,2023-07-08,2023-07-08,Business closed,True,3,2023-07-03,0,Monthly
SUB_00001321,VP_C_00001236,Growth,4165.83,2023-06-27,,,,False,3,2023-09-25,15,Annual
SUB_00001322,VP_C_00001237,Growth,4999.0,2024-08-29,,,,False,20,2026-04-21,0,Monthly
SUB_00001323,VP_C_00001238,Growth,4999.0,2024-07-16,2025-11-27,2025-11-27,Business closed,True,16,2025-11-08,15,Monthly
SUB_00001324,VP_C_00001239,Starter,1999.0,2025-05-01,2025-08-20,2025-08-20,Better deal elsewhere,True,3,2025-07-30,20,Monthly
SUB_00001325,VP_C_00001240,Growth,4999.0,2025-03-25,,,,False,13,2026-04-19,0,Monthly
SUB_00001326,VP_C_00001241,Starter,1999.0,2025-08-12,2026-03-25,2026-03-25,Better deal elsewhere,True,7,2026-03-10,20,Monthly
SUB_00001327,VP_C_00001242,Starter,1665.83,2023-07-29,,,,False,3,2023-10-27,5,Annual
SUB_00001328,VP_C_00001243,Growth,4999.0,2023-08-30,,,,False,32,2026-04-16,0,Monthly
SUB_00001329,VP_C_00001244,Growth,4999.0,2024-06-03,,,,False,23,2026-04-24,25,Monthly
SUB_00001330,VP_C_00001245,Enterprise,10832.5,2023-03-22,,,,False,4,2023-07-20,25,Annual
SUB_00001331,VP_C_00001246,Growth,4999.0,2024-03-12,2026-01-10,2026-01-10,Settlement delays,True,22,2026-01-01,0,Monthly
SUB_00001332,VP_C_00001247,Enterprise,12999.0,2025-01-12,,,,False,15,2026-04-07,0,Monthly
SUB_00001333,VP_C_00001248,Growth,4999.0,2024-04-23,,,,False,24,2026-04-13,5,Monthly
SUB_00001334,VP_C_00001249,Starter,1665.83,2023-11-15,,,,False,3,2024-02-13,0,Annual
SUB_00001335,VP_C_00001250,Growth,4999.0,2023-06-18,2023-12-29,2023-12-29,Product missing features,True,6,2023-12-15,25,Monthly
SUB_00001336,VP_C_00001251,Growth,4165.83,2025-01-08,,,,False,2,2025-03-09,0,Annual
SUB_00001337,VP_C_00001252,Growth,4999.0,2023-07-22,2024-06-01,2024-06-01,Product missing features,True,10,2024-05-17,25,Monthly
SUB_00001338,VP_C_00001252,Growth,4165.83,2024-07-08,,,,False,4,2024-08-07,10,Annual
SUB_00001339,VP_C_00001253,Enterprise,10832.5,2023-09-08,,,,False,3,2023-12-07,0,Annual
SUB_00001340,VP_C_00001254,Growth,4165.83,2024-03-10,,,,False,3,2024-06-08,0,Annual
SUB_00001341,VP_C_00001255,Growth,4999.0,2023-06-30,2024-01-14,2024-01-14,Integration issues,True,6,2023-12-27,10,Monthly
SUB_00001342,VP_C_00001256,Growth,4999.0,2024-09-12,2024-12-22,2024-12-22,Better deal elsewhere,True,3,2024-12-11,0,Monthly
SUB_00001343,VP_C_00001257,Starter,1999.0,2023-09-12,2023-09-28,2023-09-28,Integration issues,True,0,,25,Monthly
SUB_00001344,VP_C_00001258,Growth,4999.0,2023-11-07,,,,False,30,2026-04-25,0,Monthly
SUB_00001345,VP_C_00001259,Growth,4999.0,2023-10-20,2025-08-05,2025-08-05,Integration issues,True,21,2025-07-11,20,Monthly
SUB_00001346,VP_C_00001260,Enterprise,12999.0,2024-08-13,2024-08-19,2024-08-19,Poor customer support,True,0,,25,Monthly
SUB_00001347,VP_C_00001261,Enterprise,12999.0,2024-04-04,2024-11-19,2024-11-19,Business closed,True,7,2024-10-31,0,Monthly
SUB_00001348,VP_C_00001262,Enterprise,12999.0,2025-09-17,,,,False,7,2026-04-15,25,Monthly
SUB_00001349,VP_C_00001263,Starter,1999.0,2024-10-12,,,,False,18,2026-04-05,0,Monthly
