customer_id,company_name,business_type,industry_segment,city,state,tier,acquisition_channel,account_manager_id,onboarding_date,kyc_status,segment_label,is_active,created_at,updated_at,Recency,Frequency,Monetary,plan_type,renewal_count,discount_pct,is_churned
VP_C_00002259,"Dani, Gopal and Gola",SME,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Inside_Sales,CSM_0058,2024-02-03,VERIFIED,Silver,True,2024-02-03 14:00:00,2026-03-13,6,453,17777009.9,Enterprise,3,10,False
VP_C_00002260,Mammen PLC,SME,Manufacturing_SME,Ahmedabad,Gujarat,T1,Inside_Sales,CSM_0021,2023-07-05,VERIFIED,Bronze,True,2023-07-05 08:00:00,2026-01-16,5,971,33169964.18,Growth,3,0,False
VP_C_00002261,"Khurana, Sengupta and Roy",Startup,Tech_Startup,Lucknow,Uttar Pradesh,T2,Field_Sales,,2023-12-20,REJECTED,Bronze,True,2023-12-20 09:00:00,2026-01-24,6,470,6732728.85,Starter,3,15,False
VP_C_00002262,Tank-Minhas,Enterprise,Construction_Real_Estate,Meerut,Uttar Pradesh,T3,Field_Sales,,2025-04-05,VERIFIED,,False,2025-04-05 17:00:00,2026-02-11,335,3,173546.22,Starter,0,0,True
VP_C_00002263,"Sami, Parekh and Talwar",Startup,Media_Entertainment,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0022,2025-01-29,VERIFIED,Silver,True,2025-01-29 17:00:00,2026-03-30,4,431,6394706.44,Growth,6,10,True
VP_C_00002263,"Sami, Parekh and Talwar",Startup,Media_Entertainment,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0022,2025-01-29,VERIFIED,Silver,True,2025-01-29 17:00:00,2026-03-30,4,431,6394706.44,Growth,4,20,False
VP_C_00002264,Madan Group,SME,Auto_Dealership,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0064,2024-11-25,VERIFIED,Bronze,True,2024-11-25 17:00:00,2026-02-20,5,297,12326569.65,Starter,2,0,False
VP_C_00002265,Kale LLC,Enterprise,Education_EdTech,Lucknow,Uttar Pradesh,T2,Inside_Sales,CSM_0047,2025-09-18,VERIFIED,Bronze,True,2025-09-18 09:00:00,2026-01-02,4,132,20741336.080000002,Growth,1,0,False
VP_C_00002266,Konda PLC,Enterprise,Healthcare_Pharmacy,Kanpur,Uttar Pradesh,T2,Partner_Referral,CSM_0066,2025-03-18,VERIFIED,Bronze,True,2025-03-18 14:00:00,2026-03-08,4,241,29331815.16,Starter,2,25,False
VP_C_00002267,Rau-Bhagat,Enterprise,Auto_Dealership,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0065,2024-06-28,PENDING,Bronze,True,2024-06-28 10:00:00,2026-01-28,6,373,47753246.61,Growth,2,15,False
VP_C_00002268,"Mitter, Mangal and Mody",Startup,Food_Beverage,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0019,2024-07-18,VERIFIED,Silver,False,2024-07-18 12:00:00,2026-01-26,612,20,211000.21,Growth,0,0,True
VP_C_00002269,Rai-Kadakia,SME,Retail_Electronics,Kanpur,Uttar Pradesh,T2,Inside_Sales,CSM_0049,2024-08-31,VERIFIED,Bronze,False,2024-08-31 14:00:00,2026-02-12,7,349,12077956.24,Enterprise,19,5,True
VP_C_00002270,"Grover, Bhatnagar and Palla",SME,Retail_Electronics,Patna,Bihar,T3,Partner_Referral,CSM_0083,2025-06-22,VERIFIED,,True,2025-06-22 17:00:00,2026-01-01,6,55,1590949.63,Enterprise,2,0,True
VP_C_00002270,"Grover, Bhatnagar and Palla",SME,Retail_Electronics,Patna,Bihar,T3,Partner_Referral,CSM_0083,2025-06-22,VERIFIED,,True,2025-06-22 17:00:00,2026-01-01,6,55,1590949.63,Starter,5,20,False
VP_C_00002271,Kar and Sons,SME,Logistics_Transport,Agra,Uttar Pradesh,T3,Digital_Organic,,2025-05-20,VERIFIED,,False,2025-05-20 12:00:00,2026-01-27,100,63,2074272.41,Growth,7,0,True
VP_C_00002272,Minhas Ltd,SME,Healthcare_Pharmacy,Hyderabad,Telangana,T1,Digital_Organic,CSM_0012,2024-02-17,VERIFIED,Bronze,False,2024-02-17 18:00:00,2026-03-18,332,476,15906896.46,Enterprise,14,0,True
VP_C_00002273,Luthra LLC,SME,Logistics_Transport,Lucknow,Uttar Pradesh,T2,Inside_Sales,CSM_0058,2024-05-03,VERIFIED,Silver,True,2024-05-03 15:00:00,2026-03-24,4,385,15048726.02,Starter,2,25,False
VP_C_00002274,Bala LLC,Enterprise,Construction_Real_Estate,Kolkata,West Bengal,T1,Digital_Organic,CSM_0015,2024-08-29,VERIFIED,Gold,True,2024-08-29 14:00:00,2026-02-28,4,492,73879410.63,Growth,13,0,True
VP_C_00002274,Bala LLC,Enterprise,Construction_Real_Estate,Kolkata,West Bengal,T1,Digital_Organic,CSM_0015,2024-08-29,VERIFIED,Gold,True,2024-08-29 14:00:00,2026-02-28,4,492,73879410.63,Starter,1,0,False
VP_C_00002275,Padmanabhan-Pathak,Freelancer,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Field_Sales,CSM_0050,2023-05-11,VERIFIED,Bronze,True,2023-05-11 10:00:00,2026-02-06,4,691,11212693.31,Enterprise,3,0,False
VP_C_00002276,"Talwar, Dyal and Karnik",Enterprise,Retail_Fashion,Hyderabad,Telangana,T1,Digital_Organic,CSM_0031,2023-09-23,VERIFIED,Gold,False,2023-09-23 17:00:00,2026-01-07,528,386,48019506.78,Growth,1,0,True
VP_C_00002277,Andra and Sons,Startup,Retail_Fashion,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0048,2023-01-10,VERIFIED,,False,2023-01-10 11:00:00,2026-03-07,327,481,8203571.23,Starter,28,0,True
VP_C_00002278,"Varughese, Chauhan and Dutt",SME,Healthcare_Pharmacy,Coimbatore,Tamil Nadu,T2,Digital_Organic,,2024-12-04,VERIFIED,Silver,True,2024-12-04 14:00:00,2026-01-09,6,272,10613293.0,Growth,2,25,False
VP_C_00002279,"Singhal, Lad and Mody",Enterprise,Retail_Electronics,Kolkata,Maharashtra,T1,Digital_Organic,CSM_0024,2024-06-09,VERIFIED,Bronze,True,2024-06-09 18:00:00,2026-03-30,4,643,72830449.41,Growth,22,10,False
VP_C_00002280,Borra-Tank,SME,Manufacturing_SME,Chennai,Tamil Nadu,T1,Partner_Referral,CSM_0018,2024-12-31,VERIFIED,Silver,False,2024-12-31 16:00:00,2026-02-13,399,40,1575766.88,Growth,1,10,True
VP_C_00002281,Bali Inc,SME,Financial_Services,Hyderabad,Telangana,T1,Event,CSM_0025,2023-06-09,VERIFIED,Silver,False,2023-06-09 12:00:00,2026-02-11,921,86,3425328.42,Growth,3,20,True
VP_C_00002282,Sabharwal and Sons,SME,Media_Entertainment,Delhi,Delhi,T1,Inside_Sales,CSM_0006,2024-11-04,VERIFIED,Silver,False,2024-11-04 10:00:00,2026-01-14,314,176,6471563.59,Growth,6,20,True
VP_C_00002283,Sem Ltd,SME,Retail_Grocery,Surat,Gujarat,T2,Inside_Sales,CSM_0056,2023-05-10,VERIFIED,Silver,True,2023-05-10 14:00:00,2026-02-17,5,643,21701413.66,Starter,3,5,False
VP_C_00002284,Mand Ltd,SME,Retail_Fashion,Nagpur,Maharashtra,T2,Inbound_Web,CSM_0067,2023-05-27,VERIFIED,Bronze,True,2023-05-27 16:00:00,2026-01-07,5,607,24136425.83,Enterprise,35,0,False
VP_C_00002285,Kaur-Sandal,SME,Construction_Real_Estate,Meerut,Uttar Pradesh,T3,Event,,2024-01-23,VERIFIED,,True,2024-01-23 13:00:00,2026-01-07,15,220,8294218.66,Growth,3,0,False
VP_C_00002286,Mani Inc,SME,Retail_Electronics,Indore,Madhya Pradesh,T2,Freemium_Upgrade,CSM_0044,2024-08-04,VERIFIED,Bronze,True,2024-08-04 09:00:00,2026-02-06,4,367,13581871.89,Enterprise,2,5,False
VP_C_00002287,Chowdhury-Vaidya,Freelancer,Professional_Services,Kolkata,West Bengal,T1,Partner_Referral,CSM_0017,2025-01-23,VERIFIED,Bronze,True,2025-01-23 15:00:00,2026-03-09,5,448,6136198.33,Starter,15,0,False
VP_C_00002288,Ganesan LLC,SME,Professional_Services,Pune,Maharashtra,T1,Partner_Referral,CSM_0038,2023-10-01,VERIFIED,Bronze,True,2023-10-01 17:00:00,2026-02-19,4,868,30662666.48,Growth,14,15,True
VP_C_00002288,Ganesan LLC,SME,Professional_Services,Pune,Maharashtra,T1,Partner_Referral,CSM_0038,2023-10-01,VERIFIED,Bronze,True,2023-10-01 17:00:00,2026-02-19,4,868,30662666.48,Enterprise,5,0,False
VP_C_00002289,Sachdev-Joshi,SME,Logistics_Transport,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0057,2023-02-24,VERIFIED,Bronze,False,2023-02-24 15:00:00,2026-01-10,553,347,11827102.95,Enterprise,19,20,True
VP_C_00002290,"Dhingra, Mitra and Chaudhry",SME,Education_EdTech,Varanasi,Uttar Pradesh,T3,Partner_Referral,,2025-07-29,VERIFIED,,False,2025-07-29 11:00:00,2026-03-27,238,3,180964.09,Enterprise,0,25,True
VP_C_00002291,"Dara, Grewal and Ramaswamy",Enterprise,Auto_Dealership,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0047,2025-01-12,VERIFIED,Bronze,True,2025-01-12 14:00:00,2026-01-03,4,278,34868578.339999996,Growth,2,15,False
VP_C_00002292,"Brar, Chandra and Bora",SME,Manufacturing_SME,Ahmedabad,Gujarat,T1,Agency,CSM_0005,2024-10-16,VERIFIED,Silver,True,2024-10-16 15:00:00,2026-01-16,4,592,21400433.46,Growth,18,5,False
VP_C_00002293,Lala-Sekhon,SME,Logistics_Transport,Pune,Maharashtra,T1,Inbound_Web,CSM_0009,2025-09-24,VERIFIED,Bronze,True,2025-09-24 17:00:00,2026-02-10,4,220,8505998.62,Enterprise,7,0,False
VP_C_00002294,"Merchant, Atwal and Krishna",SME,Financial_Services,Bhopal,Madhya Pradesh,T2,Partner_Referral,CSM_0041,2024-01-15,VERIFIED,Bronze,False,2024-01-15 17:00:00,2026-01-12,795,4,48596.46,Enterprise,0,0,True
VP_C_00002295,Magar-Bedi,SME,Professional_Services,Patna,Bihar,T3,Partner_Referral,,2024-12-25,PENDING,,True,2024-12-25 08:00:00,2026-02-21,5,114,4815951.68,Starter,2,5,True
VP_C_00002295,Magar-Bedi,SME,Professional_Services,Patna,Bihar,T3,Partner_Referral,,2024-12-25,PENDING,,True,2024-12-25 08:00:00,2026-02-21,5,114,4815951.68,Growth,2,20,False
VP_C_00002296,"Rajagopalan, Sami and Das",SME,Construction_Real_Estate,Coimbatore,Tamil Nadu,T2,Inbound_Web,CSM_0050,2025-03-07,VERIFIED,Bronze,False,2025-03-07 09:00:00,2026-03-22,111,174,5398218.45,Growth,9,0,True
VP_C_00002297,"Solanki, Borra and Sandhu",SME,Manufacturing_SME,Bhopal,Madhya Pradesh,T2,Partner_Referral,CSM_0056,2023-09-13,VERIFIED,Silver,True,2023-09-13 08:00:00,2026-03-14,5,536,18619744.0,Enterprise,3,0,False
VP_C_00002298,"Butala, Malhotra and Ramakrishnan",SME,Retail_Grocery,Surat,Gujarat,T2,Partner_Referral,CSM_0054,2024-11-25,VERIFIED,Silver,False,2024-11-25 10:00:00,2026-03-04,466,16,937459.43,Starter,0,0,True
VP_C_00002299,"Mukherjee, Kohli and Vyas",SME,Education_EdTech,Bhopal,Madhya Pradesh,T2,Inside_Sales,,2024-09-15,VERIFIED,Silver,False,2024-09-15 18:00:00,2026-02-19,270,169,6266201.13,Enterprise,9,0,True
VP_C_00002300,"Bahl, Divan and Butala",SME,Construction_Real_Estate,Mumbai,Maharashtra,T1,Inside_Sales,CSM_0013,2024-03-04,VERIFIED,Gold,False,2024-03-04 15:00:00,2026-03-10,599,138,4428768.85,Starter,5,20,True
VP_C_00002301,Toor PLC,Startup,Logistics_Transport,Bengaluru,Karnataka,T1,Partner_Referral,CSM_0004,2024-12-24,VERIFIED,Bronze,True,2024-12-24 09:00:00,2026-01-20,5,455,7694182.0,Enterprise,2,0,False
VP_C_00002302,Keer-Bal,Enterprise,Media_Entertainment,Nagpur,Maharashtra,T2,Field_Sales,CSM_0066,2024-04-13,VERIFIED,Bronze,False,2024-04-13 17:00:00,2026-01-23,635,45,8022317.7700000005,Growth,2,15,True
VP_C_00002303,Nadkarni Group,SME,Professional_Services,Patna,Bihar,T3,Digital_Organic,,2023-07-07,VERIFIED,,False,2023-07-07 08:00:00,2026-01-21,755,55,1977397.61,Starter,8,20,True
VP_C_00002304,"Balasubramanian, Purohit and Warrior",SME,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Partner_Referral,,2024-03-25,VERIFIED,Silver,True,2024-03-25 18:00:00,2026-01-12,5,428,16353137.28,Enterprise,25,0,False
VP_C_00002305,Morar-Sachar,Freelancer,Retail_Fashion,Kolkata,West Bengal,T1,Digital_Organic,CSM_0007,2023-12-29,VERIFIED,Bronze,True,2023-12-29 17:00:00,2026-01-16,4,832,12669717.28,Growth,28,0,False
VP_C_00002306,"Barman, Sha and Sheth",SME,Retail_Fashion,Ahmedabad,Gujarat,T1,Inside_Sales,CSM_0035,2025-03-28,VERIFIED,Silver,True,2025-03-28 13:00:00,2026-01-04,5,354,11225538.33,Growth,1,5,True
VP_C_00002306,"Barman, Sha and Sheth",SME,Retail_Fashion,Ahmedabad,Gujarat,T1,Inside_Sales,CSM_0035,2025-03-28,VERIFIED,Silver,True,2025-03-28 13:00:00,2026-01-04,5,354,11225538.33,Enterprise,3,20,False
VP_C_00002307,"Magar, Ray and Narasimhan",SME,Logistics_Transport,Varanasi,Uttar Pradesh,T3,Event,,2024-04-24,VERIFIED,,True,2024-04-24 18:00:00,2026-03-31,7,189,6463250.86,Growth,2,10,False
VP_C_00002308,"Sachar, Balan and Baral",Enterprise,Construction_Real_Estate,Kanpur,Uttar Pradesh,T2,Agency,CSM_0050,2024-05-29,VERIFIED,,True,2024-05-29 10:00:00,2026-01-04,5,421,52543204.84,Enterprise,2,0,False
VP_C_00002309,Tak Group,SME,Travel_Hospitality,Delhi,Delhi,T1,Inside_Sales,CSM_0014,2023-10-21,VERIFIED,Bronze,False,2023-10-21 08:00:00,2026-01-20,85,814,29788586.85,Starter,26,25,True
VP_C_00002310,Ramakrishnan-Kulkarni,SME,Construction_Real_Estate,Delhi,Delhi,T1,Inbound_Web,CSM_0038,2023-10-10,VERIFIED,Bronze,False,2023-10-10 11:00:00,2026-01-25,708,185,6741301.66,Starter,6,0,True
VP_C_00002311,Tata-Kari,SME,Retail_Grocery,Surat,Gujarat,T2,Digital_Organic,,2025-09-02,VERIFIED,Bronze,False,2025-09-02 16:00:00,2026-01-24,208,3,183218.59999999998,Growth,0,10,True
VP_C_00002312,Balakrishnan-Singh,Startup,Retail_Grocery,Bhopal,Madhya Pradesh,T2,Freemium_Upgrade,,2024-03-14,VERIFIED,Bronze,True,2024-03-14 18:00:00,2026-02-10,6,470,6832440.79,Growth,3,0,False
VP_C_00002313,"Viswanathan, Shah and Lata",SME,Media_Entertainment,Meerut,Uttar Pradesh,T3,Digital_Organic,,2024-06-17,VERIFIED,,False,2024-06-17 15:00:00,2026-03-28,468,54,1348139.1,Growth,6,20,True
VP_C_00002314,"Bajwa, Butala and Bassi",Startup,Healthcare_Pharmacy,Nashik,Maharashtra,T3,Inside_Sales,,2025-08-22,VERIFIED,,True,2025-08-22 10:00:00,2026-01-23,8,53,771513.99,Starter,1,15,False
VP_C_00002315,"Subramanian, Kala and Barad",NGO,Media_Entertainment,Rajkot,Gujarat,T3,Partner_Referral,,2025-01-05,VERIFIED,,False,2025-01-05 09:00:00,2026-03-23,313,30,432950.35000000003,Enterprise,4,0,True
VP_C_00002316,"Goel, Wable and Dewan",SME,Travel_Hospitality,Bhopal,Madhya Pradesh,T2,Field_Sales,CSM_0061,2025-06-21,VERIFIED,Bronze,False,2025-06-21 10:00:00,2026-03-20,125,109,4064173.21,Growth,5,10,True
VP_C_00002317,"Arora, Raju and Palan",SME,Education_EdTech,Surat,Gujarat,T2,Inside_Sales,,2025-08-03,VERIFIED,Bronze,True,2025-08-03 09:00:00,2026-03-31,4,130,4061432.1,Starter,1,25,False
VP_C_00002318,"Gaba, Pingle and Seth",SME,Retail_Electronics,Agra,Uttar Pradesh,T3,Inbound_Web,CSM_0086,2025-04-13,VERIFIED,,False,2025-04-13 13:00:00,2026-02-01,341,6,207268.61000000002,Growth,0,15,True
VP_C_00002319,Mannan PLC,SME,Retail_Grocery,Mumbai,Maharashtra,T1,Inside_Sales,CSM_0036,2023-08-23,VERIFIED,Bronze,False,2023-08-23 18:00:00,2026-03-19,570,384,14049350.98,Starter,12,5,True
VP_C_00002320,Padmanabhan LLC,SME,Education_EdTech,Hyderabad,Telangana,T1,Agency,CSM_0005,2023-11-09,VERIFIED,,False,2023-11-09 09:00:00,2026-02-23,403,450,17413057.37,Growth,15,0,True
VP_C_00002321,Balakrishnan-Chhabra,Freelancer,Retail_Grocery,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0044,2024-10-12,PENDING,Bronze,True,2024-10-12 17:00:00,2026-01-14,5,327,4792149.71,Starter,2,15,False
VP_C_00002322,Nagarajan-Mahajan,Startup,Financial_Services,Chennai,Tamil Nadu,T1,Agency,CSM_0003,2025-05-28,VERIFIED,Bronze,False,2025-05-28 08:00:00,2026-03-09,102,213,2921999.71,Starter,6,25,True
VP_C_00002323,Kaur and Sons,Enterprise,Healthcare_Pharmacy,Jaipur,Rajasthan,T2,Partner_Referral,CSM_0053,2023-03-31,VERIFIED,Silver,False,2023-03-31 18:00:00,2026-03-05,1012,54,8498754.74,Growth,2,20,True
VP_C_00002324,Loyal-Reddy,SME,Tech_Startup,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0051,2025-08-28,VERIFIED,Bronze,False,2025-08-28 12:00:00,2025-12-31,196,11,292588.07,Growth,0,0,True
VP_C_00002325,Doctor Group,Startup,Auto_Dealership,Nagpur,Maharashtra,T2,Freemium_Upgrade,CSM_0045,2023-11-09,VERIFIED,Silver,False,2023-11-09 13:00:00,2026-02-08,439,225,3440968.13,Starter,14,10,True
VP_C_00002326,Kanda-Zacharia,Freelancer,Retail_Grocery,Kanpur,Uttar Pradesh,T2,Freemium_Upgrade,CSM_0055,2024-02-21,VERIFIED,Silver,True,2024-02-21 14:00:00,2026-03-28,7,454,7168859.64,Growth,3,25,False
VP_C_00002327,Zacharia-Lad,Startup,Auto_Dealership,Delhi,Delhi,T1,Inbound_Web,CSM_0004,2025-02-28,VERIFIED,Gold,True,2025-02-28 10:00:00,2026-02-28,5,378,5845866.9,Growth,2,0,False
VP_C_00002328,Pillai-Mistry,SME,Travel_Hospitality,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0058,2023-11-17,VERIFIED,Bronze,False,2023-11-17 12:00:00,2026-02-07,570,185,7005607.92,Growth,9,15,True
VP_C_00002329,Karan-Bath,Enterprise,Construction_Real_Estate,Delhi,Delhi,T1,Partner_Referral,CSM_0001,2025-05-15,VERIFIED,Silver,False,2025-05-15 12:00:00,2026-01-25,314,12,1800014.51,Growth,0,10,True
VP_C_00002330,"Ram, Srinivasan and Bains",SME,Construction_Real_Estate,Varanasi,Uttar Pradesh,T3,Partner_Referral,,2023-04-03,VERIFIED,,True,2023-04-03 14:00:00,2026-03-28,5,296,10242530.98,Growth,3,20,False
VP_C_00002331,Pandit-Singh,SME,Education_EdTech,Agra,Uttar Pradesh,T3,Partner_Referral,,2024-10-11,VERIFIED,,True,2024-10-11 10:00:00,2026-01-26,14,128,4659265.52,Growth,5,0,True
VP_C_00002331,Pandit-Singh,SME,Education_EdTech,Agra,Uttar Pradesh,T3,Partner_Referral,,2024-10-11,VERIFIED,,True,2024-10-11 10:00:00,2026-01-26,14,128,4659265.52,Enterprise,4,20,False
VP_C_00002332,Golla-Thakur,SME,Travel_Hospitality,Ahmedabad,Gujarat,T1,Partner_Referral,CSM_0038,2023-03-23,VERIFIED,Gold,True,2023-03-23 10:00:00,2026-01-07,4,1115,42426592.53,Enterprise,4,0,False
VP_C_00002333,Morar-Rana,Enterprise,Healthcare_Pharmacy,Kanpur,Uttar Pradesh,T2,Inside_Sales,CSM_0048,2023-03-20,VERIFIED,Silver,False,2023-03-20 08:00:00,2026-02-17,652,284,35177721.33,Starter,15,0,True
VP_C_00002334,Kant Inc,Enterprise,Healthcare_Pharmacy,Agra,Uttar Pradesh,T3,Inbound_Web,CSM_0073,2025-01-17,VERIFIED,,False,2025-01-17 09:00:00,2026-01-19,314,39,2728350.56,Starter,4,15,True
VP_C_00002335,Chakrabarti and Sons,SME,Travel_Hospitality,Surat,Gujarat,T2,Inbound_Web,CSM_0049,2023-09-03,VERIFIED,Bronze,True,2023-09-03 14:00:00,2026-01-06,4,563,22344798.17,Growth,3,25,False
VP_C_00002336,Nagar and Sons,SME,Financial_Services,Bengaluru,Karnataka,T1,Inside_Sales,CSM_0012,2025-08-25,VERIFIED,Silver,True,2025-08-25 13:00:00,2026-01-26,4,218,8729042.55,Starter,1,10,False
VP_C_00002337,Comar-Jhaveri,SME,Financial_Services,Nagpur,Maharashtra,T2,Partner_Referral,CSM_0047,2023-04-06,PENDING,Silver,True,2023-04-06 14:00:00,2026-02-23,4,626,22922435.45,Growth,3,0,False
VP_C_00002338,Bahl-Edwin,SME,Education_EdTech,Patna,Bihar,T3,Partner_Referral,,2023-06-19,VERIFIED,,True,2023-06-19 14:00:00,2026-02-26,5,282,9957694.24,Growth,3,20,False
VP_C_00002339,Bobal PLC,SME,Education_EdTech,Coimbatore,Tamil Nadu,T2,Inbound_Web,,2024-08-12,VERIFIED,Silver,False,2024-08-12 11:00:00,2026-02-25,198,227,10132798.24,Growth,13,15,True
VP_C_00002340,Kumar-Sahni,SME,Retail_Fashion,Agra,Uttar Pradesh,T3,Inside_Sales,,2023-02-28,VERIFIED,,True,2023-02-28 18:00:00,2026-03-05,4,344,11419435.26,Enterprise,4,15,False
VP_C_00002341,"Kapadia, Sachar and Seshadri",Startup,Travel_Hospitality,Jaipur,Rajasthan,T2,Inbound_Web,,2023-03-28,VERIFIED,Silver,True,2023-03-28 11:00:00,2026-01-28,7,650,9944118.33,Growth,4,25,False
VP_C_00002342,"Bhat, Kapur and Narayan",SME,Media_Entertainment,Meerut,Uttar Pradesh,T3,Digital_Organic,CSM_0084,2025-01-31,VERIFIED,,False,2025-01-31 17:00:00,2026-03-14,198,56,2243224.18,Growth,7,20,True
VP_C_00002343,"Pal, Pandey and Rajagopalan",SME,Tech_Startup,Rajkot,Gujarat,T3,Partner_Referral,CSM_0081,2023-10-20,VERIFIED,,True,2023-10-20 11:00:00,2026-03-17,7,212,8122463.54,Starter,3,15,False
VP_C_00002344,Hegde and Sons,SME,Healthcare_Pharmacy,Meerut,Uttar Pradesh,T3,Field_Sales,CSM_0071,2024-07-21,VERIFIED,,False,2024-07-21 18:00:00,2026-03-06,39,164,6420744.84,Enterprise,19,25,True
VP_C_00002345,"Lala, Edwin and Chander",Freelancer,Retail_Fashion,Hyderabad,Telangana,T1,Inbound_Web,CSM_0021,2025-08-09,VERIFIED,Gold,False,2025-08-09 13:00:00,2026-03-09,39,194,2377422.37,Growth,6,0,True
VP_C_00002346,Balasubramanian-Randhawa,Enterprise,Manufacturing_SME,Chennai,Tamil Nadu,T1,Inside_Sales,CSM_0009,2024-05-19,PENDING,Gold,False,2024-05-19 08:00:00,2026-02-04,673,9,1054137.62,Growth,0,0,True
VP_C_00002347,Mani-Bawa,Enterprise,Logistics_Transport,Hyderabad,Telangana,T1,Partner_Referral,CSM_0011,2025-04-07,VERIFIED,Silver,True,2025-04-07 16:00:00,2025-12-31,6,404,60064666.910000004,Enterprise,12,15,False
VP_C_00002348,Ganguly-Varma,SME,Logistics_Transport,Nagpur,Maharashtra,T2,Event,CSM_0044,2025-06-14,VERIFIED,Silver,True,2025-06-14 10:00:00,2026-01-27,4,218,8028239.6,Enterprise,1,0,False
VP_C_00002349,"Rege, Ranganathan and Kulkarni",Enterprise,Media_Entertainment,Kanpur,Uttar Pradesh,T2,Inside_Sales,,2023-01-11,VERIFIED,Bronze,False,2023-01-11 12:00:00,2026-01-27,966,119,11482585.4,Growth,7,25,True
VP_C_00002350,"Balan, Morar and Iyengar",SME,Financial_Services,Lucknow,Uttar Pradesh,T2,Agency,CSM_0041,2025-09-12,VERIFIED,Silver,True,2025-09-12 11:00:00,2026-02-06,4,119,6693753.88,Enterprise,7,5,False
VP_C_00002351,Seshadri-Baral,Enterprise,Healthcare_Pharmacy,Agra,Uttar Pradesh,T3,Inbound_Web,,2025-08-29,VERIFIED,,True,2025-08-29 10:00:00,2026-03-04,7,53,7362261.51,Starter,1,25,False
VP_C_00002352,"Bhalla, Nayar and Manne",Freelancer,Retail_Fashion,Kanpur,Uttar Pradesh,T2,Field_Sales,CSM_0044,2024-03-10,VERIFIED,Silver,False,2024-03-10 14:00:00,2026-01-19,373,225,2852895.29,Growth,1,10,True
VP_C_00002353,Krish and Sons,Enterprise,Tech_Startup,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0021,2024-11-24,VERIFIED,Bronze,False,2024-11-24 10:00:00,2026-03-03,264,246,24227512.69,Growth,7,0,True
VP_C_00002354,Mandal-Raman,Startup,Travel_Hospitality,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0005,2024-06-04,VERIFIED,,True,2024-06-04 13:00:00,2026-03-22,4,618,9490304.65,Starter,2,0,False
VP_C_00002355,"Purohit, Roy and Kota",Startup,Tech_Startup,Meerut,Uttar Pradesh,T3,Agency,,2025-08-12,VERIFIED,,True,2025-08-12 11:00:00,2026-01-15,8,46,566612.73,Growth,2,10,True
VP_C_00002355,"Purohit, Roy and Kota",Startup,Tech_Startup,Meerut,Uttar Pradesh,T3,Agency,,2025-08-12,VERIFIED,,True,2025-08-12 11:00:00,2026-01-15,8,46,566612.73,Enterprise,2,10,False
VP_C_00002356,Subramaniam Ltd,SME,Manufacturing_SME,Patna,Bihar,T3,Digital_Organic,CSM_0075,2025-01-18,VERIFIED,,True,2025-01-18 18:00:00,2026-03-22,14,136,4328537.17,Enterprise,2,0,False
VP_C_00002357,"Agate, Kaur and Bhandari",Freelancer,Healthcare_Pharmacy,Nagpur,Maharashtra,T2,Inside_Sales,,2023-05-20,VERIFIED,Silver,False,2023-05-20 16:00:00,2026-01-03,1002,19,252856.91,Starter,1,0,True
VP_C_00002358,Borde-Sabharwal,SME,Financial_Services,Patna,Bihar,T3,Inbound_Web,CSM_0083,2024-05-06,VERIFIED,,False,2024-05-06 09:00:00,2026-01-26,379,87,3060314.77,Enterprise,10,0,True
VP_C_00002359,"Pathak, Om and Bava",SME,Retail_Grocery,Delhi,Delhi,T1,Inside_Sales,CSM_0028,2024-05-24,PENDING,Gold,True,2024-05-24 12:00:00,2026-03-24,5,706,25675178.08,Enterprise,2,25,False
VP_C_00002360,Sani Inc,SME,Manufacturing_SME,Delhi,Maharashtra,T1,Field_Sales,CSM_0016,2024-06-11,VERIFIED,Bronze,True,2024-06-11 08:00:00,2026-02-21,4,621,22472262.41,Growth,2,20,False
VP_C_00002361,"Pant, Ray and Rege",SME,Retail_Fashion,Delhi,Delhi,T1,Inbound_Web,CSM_0014,2024-12-02,VERIFIED,Bronze,False,2024-12-02 11:00:00,2026-03-02,297,156,5960597.5,Growth,6,15,True
VP_C_00002362,"Maharaj, Majumdar and Mital",SME,Retail_Grocery,Chennai,Tamil Nadu,T1,Agency,CSM_0034,2024-11-24,VERIFIED,Bronze,True,2024-11-24 08:00:00,2026-01-25,5,462,16725585.88,Growth,1,0,True
